EMD_CD,data
50110102,27041
50110106,51508
50110107,47627
50110114,50489
50110116,48075
50110134,95948
50110137,52402
50110250,43224
50110253,64133
50110256,168140
50110259,180708
50110310,9889
50130101,119961
50130106,130274
50130109,68645
50130112,105128
50130118,26247
50130119,24688
50130250,81066
50130259,141286
50130310,142225
