EMD_CD,data
50110102,610105
50110106,374454
50110107,837980
50110114,145990
50110116,2374629
50110134,3109082
50110137,305335
50110250,248391
50110253,430412
50110256,5097197
50110259,1091783
50110310,255432
50130101,3035747
50130106,4400085
50130109,343975
50130112,4692796
50130118,598846
50130119,1742308
50130250,2618602
50130259,6058446
50130310,3798066
