"통계일","성별","연령대","키워드","점수"
"2020-12-31","여성","60대이상","감귤",60.495140000000006
"2020-12-31","여성","60대이상","일출",127.87943
"2020-12-31","여성","60대이상","방어",49.08502
"2020-12-31","전체","전체","감귤",35.57014
"2020-12-31","전체","전체","일출",132.3072
"2020-12-31","전체","전체","방어",46.06286
"2020-12-31","여성","30대","감귤",56.41001
"2020-12-31","여성","30대","일출",125.29990000000001
"2020-12-31","여성","30대","방어",44.350919999999995
"2020-12-31","여성","40대","감귤",87.01953999999999
"2020-12-31","여성","40대","일출",126.06728
"2020-12-31","여성","40대","방어",51.150400000000005
"2020-12-31","여성","10대","일출",140.72113
"2020-12-31","여성","10대","벚꽃",16.70523
"2020-12-31","여성","10대","동백",29.0109
"2020-12-31","여성","20대","감귤",18.43311
"2020-12-31","여성","20대","일출",130.30395000000001
"2020-12-31","여성","20대","방어",31.56379
"2020-12-31","남성","60대이상","감귤",29.354190000000003
"2020-12-31","남성","60대이상","일출",142.20481
"2020-12-31","남성","60대이상","방어",71.62424
"2020-12-31","여성","50대","감귤",77.79571
"2020-12-31","여성","50대","일출",122.52759999999999
"2020-12-31","여성","50대","방어",49.69009
"2020-12-31","남성","20대","감귤",15.449659999999998
"2020-12-31","남성","20대","일출",139.35799
"2020-12-31","남성","20대","방어",41.70039
"2020-12-31","남성","30대","감귤",26.3457
"2020-12-31","남성","30대","일출",131.04307
"2020-12-31","남성","30대","방어",51.81114
"2020-12-31","남성","40대","감귤",44.73056
"2020-12-31","남성","40대","일출",129.6619
"2020-12-31","남성","40대","방어",73.36238
"2020-12-31","남성","50대","감귤",35.69328
"2020-12-31","남성","50대","일출",128.82712999999998
"2020-12-31","남성","50대","방어",78.81376
"2020-12-31","남성","10대","일출",151.65151
"2020-12-31","남성","10대","방어",14.73986
"2020-12-31","남성","10대","벚꽃",9.49625
"2021-01-01","여성","60대이상","감귤",302.57509
"2021-01-01","여성","60대이상","방어",174.2489
"2021-01-01","전체","전체","감귤",322.46720000000005
"2021-01-01","전체","전체","방어",313.03765
"2021-01-01","여성","30대","감귤",322.01341
"2021-01-01","여성","30대","방어",181.0738
"2021-01-01","여성","40대","감귤",313.47772
"2021-01-01","여성","40대","방어",131.00679
"2021-01-01","여성","10대","벚꽃",202.25224
"2021-01-01","여성","10대","동백",346.84683
"2021-01-01","여성","20대","감귤",226.16485999999998
"2021-01-01","여성","20대","방어",300.93188000000004
"2021-01-01","남성","60대이상","감귤",177.96051
"2021-01-01","남성","60대이상","방어",353.28945
"2021-01-01","여성","50대","감귤",317.15817000000004
"2021-01-01","여성","50대","방어",151.83197
"2021-01-01","남성","20대","감귤",146.23429
"2021-01-01","남성","20대","방어",328.59133999999995
"2021-01-01","남성","30대","감귤",219.60439000000002
"2021-01-01","남성","30대","방어",322.62943
"2021-01-01","남성","40대","감귤",251.32799999999997
"2021-01-01","남성","40대","방어",324.36917000000005
"2021-01-01","남성","50대","감귤",193.46151
"2021-01-01","남성","50대","방어",337.8205
"2021-01-01","남성","10대","방어",304.81926
"2021-01-01","남성","10대","벚꽃",233.73492
"2021-01-08","여성","60대이상","캠핑",51.181079999999994
"2021-01-08","여성","60대이상","방어",301.57479
"2021-01-08","여성","60대이상","동백",274.01572999999996
"2021-01-08","전체","전체","캠핑",134.97887
"2021-01-08","전체","전체","방어",346.90429
"2021-01-08","전체","전체","동백",171.1421
"2021-01-08","여성","30대","캠핑",196.79631999999998
"2021-01-08","여성","30대","방어",341.99082999999996
"2021-01-08","여성","30대","동백",221.85353000000003
"2021-01-08","여성","40대","캠핑",146.41253
"2021-01-08","여성","40대","방어",302.35425
"2021-01-08","여성","40대","동백",246.63675
"2021-01-08","여성","10대","해수욕장",26.63549
"2021-01-08","여성","10대","코스모스",208.87849000000003
"2021-01-08","여성","10대","동백",380.84110999999996
"2021-01-08","여성","20대","캠핑",140.34481
"2021-01-08","여성","20대","방어",356.20687999999996
"2021-01-08","여성","20대","동백",258.73561
"2021-01-08","남성","60대이상","캠핑",64.99999
"2021-01-08","남성","60대이상","방어",301.33333
"2021-01-08","남성","60대이상","동백",124.99998000000001
"2021-01-08","여성","50대","캠핑",70.2517
"2021-01-08","여성","50대","방어",295.88099
"2021-01-08","여성","50대","동백",292.21965
"2021-01-08","남성","20대","캠핑",100.20302
"2021-01-08","남성","20대","방어",363.45176
"2021-01-08","남성","20대","동백",89.03551
"2021-01-08","남성","30대","캠핑",153.00835999999998
"2021-01-08","남성","30대","방어",344.47828000000004
"2021-01-08","남성","30대","동백",58.94896
"2021-01-08","남성","40대","캠핑",144.49115
"2021-01-08","남성","40대","방어",340.37005
"2021-01-08","남성","40대","동백",49.789719999999996
"2021-01-08","남성","50대","캠핑",86.15608999999999
"2021-01-08","남성","50대","방어",321.94401999999997
"2021-01-08","남성","50대","동백",79.23414
"2021-01-08","남성","10대","캠핑",66.17645
"2021-01-08","남성","10대","코스모스",332.35292
"2021-01-08","남성","10대","동백",314.70586
"2021-01-10","여성","60대이상","캠핑",2.1218399999999997
"2021-01-10","여성","60대이상","눈꽃",108.76022
"2021-01-10","여성","60대이상","동백",9.73021
"2021-01-10","전체","전체","캠핑",2.65905
"2021-01-10","전체","전체","눈꽃",108.86323
"2021-01-10","전체","전체","동백",3.3322499999999997
"2021-01-10","여성","30대","캠핑",3.51338
"2021-01-10","여성","30대","눈꽃",109.47384
"2021-01-10","여성","30대","동백",3.80315
"2021-01-10","여성","40대","캠핑",4.98334
"2021-01-10","여성","40대","눈꽃",112.26586
"2021-01-10","여성","40대","동백",8.26945
"2021-01-10","여성","10대","해수욕장",0.5891099999999999
"2021-01-10","여성","10대","눈꽃",120.74305
"2021-01-10","여성","10대","동백",7.56364
"2021-01-10","여성","20대","캠핑",1.42965
"2021-01-10","여성","20대","눈꽃",108.55873
"2021-01-10","여성","20대","동백",2.6526500000000004
"2021-01-10","남성","60대이상","캠핑",7.8014
"2021-01-10","남성","60대이상","눈꽃",114.8936
"2021-01-10","남성","60대이상","동백",16.10344
"2021-01-10","여성","50대","캠핑",2.31766
"2021-01-10","여성","50대","눈꽃",109.58668999999999
"2021-01-10","여성","50대","동백",10.672580000000002
"2021-01-10","남성","20대","캠핑",1.44822
"2021-01-10","남성","20대","눈꽃",107.18086
"2021-01-10","남성","20대","동백",1.26987
"2021-01-10","남성","30대","캠핑",3.3042599999999998
"2021-01-10","남성","30대","눈꽃",107.01808
"2021-01-10","남성","30대","동백",1.2503199999999999
"2021-01-10","남성","40대","캠핑",7.731240000000001
"2021-01-10","남성","40대","눈꽃",109.19082999999999
"2021-01-10","남성","40대","동백",2.87354
"2021-01-10","남성","50대","캠핑",7.93078
"2021-01-10","남성","50대","눈꽃",111.00344
"2021-01-10","남성","50대","동백",7.916930000000001
"2021-01-10","남성","10대","캠핑",0.58633
"2021-01-10","남성","10대","눈꽃",117.89752
"2021-01-10","남성","10대","동백",3.1550900000000004
"2021-01-14","여성","60대이상","캠핑",13.47245
"2021-01-14","여성","60대이상","눈꽃",148.00757
"2021-01-14","여성","60대이상","동백",69.4497
"2021-01-14","전체","전체","캠핑",7.794849999999999
"2021-01-14","전체","전체","눈꽃",125.93791
"2021-01-14","전체","전체","동백",10.56677
"2021-01-14","여성","30대","캠핑",13.85042
"2021-01-14","여성","30대","눈꽃",130.45703
"2021-01-14","여성","30대","동백",14.33717
"2021-01-14","여성","40대","캠핑",21.49665
"2021-01-14","여성","40대","눈꽃",140.91196
"2021-01-14","여성","40대","동백",39.48202
"2021-01-14","여성","10대","해수욕장",1.5223
"2021-01-14","여성","10대","눈꽃",140.54464000000002
"2021-01-14","여성","10대","동백",13.39647
"2021-01-14","여성","20대","캠핑",3.46199
"2021-01-14","여성","20대","눈꽃",121.26267
"2021-01-14","여성","20대","동백",6.37215
"2021-01-14","남성","60대이상","캠핑",47.896420000000006
"2021-01-14","남성","60대이상","방어",331.7152
"2021-01-14","남성","60대이상","동백",124.27182000000002
"2021-01-14","여성","50대","캠핑",13.52655
"2021-01-14","여성","50대","눈꽃",138.99866
"2021-01-14","여성","50대","동백",69.34561
"2021-01-14","남성","20대","캠핑",2.8913
"2021-01-14","남성","20대","눈꽃",119.35909000000001
"2021-01-14","남성","20대","동백",2.74822
"2021-01-14","남성","30대","캠핑",10.65285
"2021-01-14","남성","30대","눈꽃",126.45964000000001
"2021-01-14","남성","30대","동백",5.542059999999999
"2021-01-14","남성","40대","캠핑",32.081959999999995
"2021-01-14","남성","40대","눈꽃",134.84171
"2021-01-14","남성","40대","동백",15.482930000000001
"2021-01-14","남성","50대","캠핑",74.21553
"2021-01-14","남성","50대","방어",341.20053
"2021-01-14","남성","50대","동백",89.22236
"2021-01-14","남성","10대","캠핑",1.30653
"2021-01-14","남성","10대","눈꽃",130.5347
"2021-01-14","남성","10대","동백",5.39557
"2021-01-17","남성","60대이상","동백",122.01256
"2021-01-17","여성","50대","캠핑",23.63459
"2021-01-17","여성","50대","눈꽃",122.32961
"2021-01-17","여성","50대","동백",71.19379
"2021-01-17","남성","20대","캠핑",21.0531
"2021-01-03","여성","60대이상","감귤",336.36363
"2021-01-03","여성","60대이상","방어",127.63633999999999
"2021-01-03","전체","전체","감귤",373.35048
"2021-01-03","전체","전체","방어",232.29310999999998
"2021-01-03","여성","30대","감귤",375.16777
"2021-01-03","여성","30대","방어",119.86575
"2021-01-03","여성","40대","감귤",360.24868999999995
"2021-01-03","여성","40대","방어",95.34696000000001
"2021-01-03","여성","10대","벚꽃",189.31622
"2021-01-03","여성","10대","동백",370.94015
"2021-01-03","여성","20대","감귤",372.57731
"2021-01-03","여성","20대","방어",301.54636999999997
"2021-01-03","남성","60대이상","감귤",278.22579
"2021-01-03","남성","60대이상","방어",365.32256
"2021-01-03","여성","50대","감귤",370.03482
"2021-01-03","여성","50대","방어",113.15329
"2021-01-03","남성","20대","감귤",240.75922000000003
"2021-01-03","남성","20대","방어",345.25473
"2021-01-03","남성","30대","감귤",362.88925
"2021-01-03","남성","30대","방어",350.60551999999996
"2021-01-03","남성","40대","감귤",379.13124
"2021-01-03","남성","40대","방어",352.03020000000004
"2021-01-03","남성","50대","감귤",303.14683
"2021-01-03","남성","50대","방어",371.50347999999997
"2021-01-03","남성","10대","벚꽃",229.87012
"2021-01-03","남성","10대","동백",367.53245
"2021-01-06","여성","60대이상","감귤",316.01731
"2021-01-06","여성","60대이상","방어",145.88742
"2021-01-06","전체","전체","감귤",355.12098
"2021-01-06","전체","전체","방어",246.89702999999997
"2021-01-06","여성","30대","감귤",346.08316
"2021-01-06","여성","30대","방어",134.81623
"2021-01-06","여성","40대","감귤",371.27448999999996
"2021-01-06","여성","40대","방어",113.13722999999999
"2021-01-06","여성","10대","벚꽃",205.09258
"2021-01-06","여성","10대","동백",374.53702000000004
"2021-01-06","여성","20대","감귤",365.24007
"2021-01-06","여성","20대","방어",305.94987000000003
"2021-01-06","남성","60대이상","감귤",287.71927999999997
"2021-01-06","남성","60대이상","방어",351.75438
"2021-01-06","여성","50대","감귤",366.66666
"2021-01-06","여성","50대","동백",116.37078999999999
"2021-01-06","남성","20대","감귤",220.71065
"2021-01-06","남성","20대","방어",348.62943
"2021-01-06","남성","30대","감귤",283.70143
"2021-01-06","남성","30대","방어",320.3351
"2021-01-06","남성","40대","감귤",306.63031
"2021-01-06","남성","40대","방어",346.86647
"2021-01-06","남성","50대","감귤",272.1631
"2021-01-06","남성","50대","방어",358.86523
"2021-01-06","남성","10대","벚꽃",282.19176
"2021-01-06","남성","10대","동백",326.02738
"2021-01-07","남성","10대","벚꽃",305.79708999999997
"2021-01-07","남성","10대","동백",308.69561999999996
"2021-01-12","여성","60대이상","캠핑",2.36434
"2021-01-12","여성","60대이상","눈꽃",108.27521999999999
"2021-01-12","여성","60대이상","동백",9.88177
"2021-01-12","전체","전체","캠핑",2.54533
"2021-01-12","전체","전체","눈꽃",107.46514
"2021-01-12","전체","전체","동백",3.3675800000000002
"2021-01-12","여성","30대","캠핑",3.50012
"2021-01-12","여성","30대","눈꽃",107.87718
"2021-01-12","여성","30대","동백",3.89975
"2021-01-12","여성","40대","캠핑",4.77772
"2021-01-12","여성","40대","눈꽃",110.42654
"2021-01-12","여성","40대","동백",8.56478
"2021-01-12","여성","10대","해수욕장",0.6556299999999999
"2021-01-12","여성","10대","눈꽃",118.51006
"2021-01-12","여성","10대","동백",7.09804
"2021-01-12","여성","20대","캠핑",1.40581
"2021-01-12","여성","20대","눈꽃",107.20286999999999
"2021-01-12","여성","20대","동백",2.6412999999999998
"2021-01-12","남성","60대이상","캠핑",5.2982700000000005
"2021-01-12","남성","60대이상","눈꽃",112.93281
"2021-01-12","남성","60대이상","동백",14.935310000000001
"2021-01-12","여성","50대","캠핑",2.30955
"2021-01-12","여성","50대","눈꽃",108.24148
"2021-01-12","여성","50대","동백",10.62396
"2021-01-12","남성","20대","캠핑",1.38118
"2021-01-12","남성","20대","눈꽃",106.05847
"2021-01-12","남성","20대","동백",1.2967
"2021-01-12","남성","30대","캠핑",2.91953
"2021-01-12","남성","30대","눈꽃",105.70877999999999
"2021-01-12","남성","30대","동백",1.3402999999999998
"2021-01-12","남성","40대","캠핑",7.0151200000000005
"2021-01-12","남성","40대","눈꽃",107.66282
"2021-01-12","남성","40대","동백",2.8826600000000004
"2021-01-12","남성","50대","캠핑",7.57092
"2021-01-12","남성","50대","눈꽃",109.66087999999999
"2021-01-12","남성","50대","동백",7.98613
"2021-01-17","남성","20대","눈꽃",140.46762999999999
"2021-01-17","남성","40대","눈꽃",129.10788
"2021-01-17","남성","40대","동백",12.676319999999999
"2021-01-17","남성","50대","캠핑",48.75774
"2021-01-17","남성","50대","눈꽃",125.03104
"2021-01-17","남성","50대","동백",35.962700000000005
"2021-01-17","남성","10대","캠핑",26.51389
"2021-01-17","남성","10대","눈꽃",174.46808
"2021-01-17","남성","10대","동백",35.67919
"2021-01-18","여성","60대이상","캠핑",23.03369
"2021-01-18","여성","60대이상","눈꽃",106.88201
"2021-01-18","여성","60대이상","동백",57.022459999999995
"2021-01-18","전체","전체","캠핑",32.6302
"2021-01-18","전체","전체","눈꽃",105.89378
"2021-01-18","전체","전체","동백",21.63675
"2021-01-18","여성","30대","캠핑",34.08977
"2021-01-18","여성","30대","눈꽃",106.30241000000001
"2021-01-18","여성","30대","동백",27.28167
"2021-01-18","여성","40대","캠핑",50.524139999999996
"2021-01-18","여성","40대","눈꽃",111.19917
"2021-01-18","여성","40대","동백",59.67781000000001
"2021-01-18","여성","10대","캠핑",30.298899999999996
"2021-01-18","여성","10대","눈꽃",121.46739000000001
"2021-01-18","여성","10대","동백",96.19563000000001
"2021-01-18","여성","20대","캠핑",22.91033
"2021-01-18","여성","20대","눈꽃",105.82696
"2021-01-18","여성","20대","동백",25.494279999999996
"2021-01-18","남성","60대이상","캠핑",87.42137
"2021-01-18","남성","60대이상","방어",232.07546
"2021-01-18","남성","60대이상","동백",122.32702
"2021-01-18","여성","50대","캠핑",30.83614
"2021-01-18","여성","50대","눈꽃",108.45818000000001
"2021-01-18","여성","50대","동백",68.1005
"2021-01-18","남성","20대","캠핑",24.23823
"2021-01-18","남성","20대","눈꽃",103.77427
"2021-01-18","남성","20대","벚꽃",8.69923
"2021-01-18","남성","30대","캠핑",31.677280000000003
"2021-01-18","남성","30대","눈꽃",103.30327
"2021-01-18","남성","30대","동백",4.88252
"2021-01-18","남성","40대","캠핑",64.97117
"2021-01-18","남성","40대","눈꽃",106.4375
"2021-01-18","남성","40대","동백",12.43789
"2021-01-18","남성","50대","캠핑",60.558989999999994
"2021-01-18","남성","50대","눈꽃",105.96272
"2021-01-18","남성","50대","동백",33.478229999999996
"2021-01-18","남성","10대","캠핑",32.7332
"2021-01-18","남성","10대","눈꽃",115.54827
"2021-01-18","남성","10대","동백",35.51553
"2021-01-19","여성","60대이상","캠핑",142.14873
"2021-01-19","여성","60대이상","방어",214.04956
"2021-01-19","여성","60대이상","동백",347.10742
"2021-01-19","전체","전체","캠핑",225.06984
"2021-01-19","전체","전체","방어",203.96954
"2021-01-19","전체","전체","동백",153.56005
"2021-01-19","여성","30대","캠핑",268.53489
"2021-01-19","여성","30대","방어",223.59879999999998
"2021-01-19","여성","30대","동백",222.22221
"2021-01-19","여성","40대","캠핑",268.33112
"2021-01-19","여성","40대","방어",246.38632
"2021-01-19","여성","40대","동백",319.9737
"2021-01-19","여성","10대","캠핑",124.47914999999999
"2021-01-19","여성","10대","코스모스",167.18748
"2021-01-19","여성","10대","동백",366.14581999999996
"2021-01-19","여성","20대","캠핑",218.46152
"2021-01-19","여성","20대","방어",218.97433999999998
"2021-01-19","여성","20대","동백",253.02562999999998
"2021-01-19","남성","60대이상","캠핑",81.44653
"2021-01-19","남성","60대이상","방어",233.96225
"2021-01-19","남성","60대이상","동백",146.2264
"2021-01-19","여성","50대","캠핑",162.4378
"2021-01-19","여성","50대","방어",222.13929000000002
"2021-01-19","여성","50대","동백",369.90049
"2021-01-19","남성","20대","캠핑",184.83546
"2021-01-19","남성","20대","방어",174.67809
"2021-01-19","남성","20대","동백",66.02287
"2021-01-19","남성","30대","캠핑",204.71938
"2021-01-19","남성","30대","방어",124.74486
"2021-01-19","남성","30대","동백",32.99318
"2021-01-19","남성","40대","캠핑",230.43476
"2021-01-19","남성","40대","방어",192.68459000000001
"2021-01-19","남성","40대","동백",44.44442
"2021-01-19","남성","50대","캠핑",207.93317000000002
"2021-01-19","남성","50대","방어",328.8100099999999
"2021-01-19","남성","50대","동백",120.66804
"2021-01-19","남성","10대","캠핑",176.06836
"2021-01-19","남성","10대","코스모스",143.58972
"2021-01-19","남성","10대","동백",173.50426000000002
"2021-01-20","여성","60대이상","캠핑",163.63634000000002
"2021-01-20","여성","60대이상","방어",225.61981
"2021-01-20","여성","60대이상","동백",357.85122
"2021-01-20","전체","전체","캠핑",233.48104999999998
"2021-01-20","전체","전체","방어",217.86298000000002
"2021-01-20","전체","전체","동백",159.87087
"2021-01-20","여성","30대","캠핑",280.23597
"2021-01-20","여성","30대","방어",241.78955
"2020-12-24","여성","60대이상","우도",157.35292
"2020-12-24","전체","전체","우도",124.31505
"2020-12-24","여성","30대","성산일출봉",356.25
"2020-12-24","여성","40대","성산일출봉",356.25
"2020-12-24","여성","10대","성산일출봉",356.25
"2020-12-24","여성","20대","우도",157.35292
"2020-12-24","남성","60대이상","우도",114.28569999999999
"2020-12-24","여성","50대","우도",157.35292
"2020-12-24","남성","20대","우도",114.28569999999999
"2020-12-24","남성","30대","우도",114.28569999999999
"2020-12-24","남성","40대","우도",114.28569999999999
"2020-12-24","남성","50대","우도",114.28569999999999
"2020-12-24","남성","10대","성산일출봉",341.37928999999997
"2020-12-24","여성","50대","감귤",412.65821000000005
"2020-12-24","여성","50대","방어",422.78479
"2020-12-24","남성","30대","감귤",102.05578
"2020-12-24","남성","30대","방어",294.56678999999997
"2020-12-24","남성","40대","감귤",102.05578
"2020-12-24","남성","40대","방어",294.56678999999997
"2020-12-24","남성","50대","감귤",102.05578
"2020-12-24","남성","50대","방어",294.56678999999997
"2020-12-24","남성","10대","방어",294.56678999999997
"2020-12-24","남성","10대","벚꽃",6.46106
"2020-12-29","여성","60대이상","감귤",15.25053
"2020-12-29","여성","60대이상","일출",122.75131
"2020-12-29","여성","60대이상","방어",17.11793
"2020-12-29","전체","전체","감귤",11.04519
"2020-12-29","전체","전체","일출",134.2429
"2020-12-29","전체","전체","방어",15.77288
"2020-12-29","여성","30대","감귤",17.22139
"2020-12-29","여성","30대","일출",125.13415
"2020-12-29","여성","30대","방어",13.85324
"2020-12-29","여성","40대","감귤",22.07342
"2020-12-29","여성","40대","일출",124.92729
"2020-12-29","여성","40대","방어",15.073389999999998
"2020-12-29","여성","10대","일출",142.92738
"2020-12-29","여성","10대","벚꽃",6.61224
"2020-12-29","여성","10대","동백",11.738840000000001
"2020-12-29","여성","20대","감귤",6.15986
"2020-12-29","여성","20대","일출",133.28044
"2020-12-29","여성","20대","방어",9.9474
"2020-12-29","남성","60대이상","감귤",12.024600000000001
"2020-12-29","남성","60대이상","일출",140.54808
"2020-12-29","남성","60대이상","방어",43.3445
"2020-12-29","여성","50대","감귤",19.17983
"2020-12-29","여성","50대","일출",120.48118
"2020-12-29","여성","50대","방어",14.67048
"2020-12-29","남성","20대","감귤",5.49245
"2020-12-29","남성","20대","일출",145.37736
"2020-12-29","남성","20대","방어",13.965980000000002
"2020-12-29","남성","30대","감귤",9.09266
"2020-12-29","남성","30대","일출",130.4915
"2020-12-29","남성","30대","방어",17.8932
"2020-12-29","남성","40대","감귤",14.449779999999999
"2020-12-29","남성","40대","일출",131.56163
"2020-12-29","남성","40대","방어",29.755390000000002
"2020-12-29","남성","50대","감귤",13.30152
"2020-12-29","남성","50대","일출",132.57912
"2020-12-29","남성","50대","방어",37.12458
"2020-12-29","남성","10대","일출",157.40966
"2020-12-29","남성","10대","방어",6.70543
"2020-12-29","남성","10대","벚꽃",4.74584
"2021-01-02","여성","10대","벚꽃",181.62391
"2021-01-02","여성","10대","동백",354.70083999999997
"2021-01-02","여성","20대","감귤",267.06633
"2021-01-02","여성","20대","방어",280.57552999999996
"2021-01-02","남성","60대이상","감귤",195.72367
"2021-01-02","남성","60대이상","방어",328.94735
"2021-01-02","여성","50대","감귤",345.81879000000004
"2021-01-02","여성","50대","방어",127.78743999999999
"2021-01-02","남성","20대","감귤",162.25309
"2021-01-02","남성","20대","방어",297.73224
"2021-01-02","남성","30대","감귤",233.13501000000002
"2021-01-02","남성","30대","방어",284.29505
"2021-01-02","남성","40대","감귤",270.58416
"2021-01-02","남성","40대","방어",292.0962
"2021-01-02","남성","50대","감귤",228.35405
"2021-01-02","남성","50대","방어",319.77868
"2021-01-02","남성","10대","벚꽃",240.25973000000002
"2021-01-02","남성","10대","동백",318.1818
"2021-01-07","여성","60대이상","감귤",310.54851
"2021-01-07","여성","60대이상","방어",150.21095
"2021-01-07","전체","전체","감귤",368.60015
"2021-01-07","전체","전체","방어",279.17643999999996
"2021-01-07","여성","30대","감귤",370.69148
"2021-01-07","여성","30대","방어",161.1702
"2021-01-07","여성","40대","감귤",349.05489
"2021-01-07","여성","40대","방어",120.65704
"2021-01-07","여성","10대","벚꽃",201.85184
"2021-01-07","여성","10대","동백",371.29627999999997
"2021-01-07","여성","20대","감귤",358.4551
"2021-01-07","여성","20대","방어",327.24423
"2021-01-07","남성","60대이상","감귤",210.33332000000001
"2021-01-07","남성","60대이상","방어",297.33333
"2021-01-07","여성","50대","감귤",365.88002
"2021-01-07","여성","50대","방어",129.00686000000002
"2021-01-07","남성","20대","감귤",205.48221999999998
"2021-01-07","남성","20대","방어",365.58374
"2021-01-07","남성","30대","감귤",278.82709
"2021-01-07","남성","30대","방어",342.80273
"2021-01-07","남성","40대","감귤",291.00082000000003
"2021-01-07","남성","40대","방어",342.72497
"2021-01-07","남성","50대","감귤",236.08245999999997
"2021-01-07","남성","50대","방어",319.14579000000003
"2021-01-11","여성","60대이상","캠핑",2.1218399999999997
"2021-01-11","여성","60대이상","눈꽃",107.94179000000001
"2021-01-11","여성","60대이상","동백",9.6999
"2021-01-11","전체","전체","캠핑",2.55196
"2021-01-11","전체","전체","눈꽃",106.91668000000001
"2021-01-11","전체","전체","동백",3.32762
"2021-01-11","여성","30대","캠핑",3.40353
"2021-01-11","여성","30대","눈꽃",107.26163
"2021-01-11","여성","30대","동백",3.7311799999999997
"2021-01-11","여성","40대","캠핑",4.73286
"2021-01-11","여성","40대","눈꽃",110.21718000000001
"2021-01-11","여성","40대","동백",8.232059999999999
"2021-01-11","여성","10대","해수욕장",0.64612
"2021-01-11","여성","10대","눈꽃",117.54084999999999
"2021-01-11","여성","10대","동백",7.430610000000001
"2021-01-11","여성","20대","캠핑",1.40581
"2021-01-11","여성","20대","눈꽃",106.50789999999999
"2021-01-11","여성","20대","동백",2.6208600000000004
"2021-01-11","남성","60대이상","캠핑",6.42468
"2021-01-11","남성","60대이상","눈꽃",113.55859000000001
"2021-01-11","남성","60대이상","동백",13.85062
"2021-01-11","여성","50대","캠핑",2.1961
"2021-01-11","여성","50대","눈꽃",108.24958
"2021-01-11","여성","50대","동백",10.542919999999999
"2021-01-11","남성","20대","캠핑",1.39459
"2021-01-11","남성","20대","눈꽃",105.0742
"2021-01-11","남성","20대","동백",1.27122
"2021-01-11","남성","30대","캠핑",3.0389800000000005
"2021-01-11","남성","30대","눈꽃",105.02776
"2021-01-11","남성","30대","동백",1.30307
"2021-01-11","남성","40대","캠핑",7.14284
"2021-01-11","남성","40대","눈꽃",107.02881
"2021-01-11","남성","40대","동백",2.96476
"2021-01-11","남성","50대","캠핑",7.76469
"2021-01-11","남성","50대","눈꽃",109.24565
"2021-01-11","남성","50대","동백",8.17991
"2021-01-11","남성","10대","캠핑",0.71197
"2021-01-11","남성","10대","눈꽃",112.82981000000001
"2021-01-11","남성","10대","동백",3.32261
"2021-01-15","여성","60대이상","캠핑",11.65728
"2021-01-15","여성","60대이상","눈꽃",124.15728
"2021-01-15","여성","60대이상","동백",67.13481
"2021-01-15","전체","전체","캠핑",21.86643
"2021-01-15","전체","전체","눈꽃",148.20648
"2021-01-15","전체","전체","동백",28.28267
"2021-01-15","여성","30대","캠핑",33.534749999999995
"2021-01-15","여성","30대","눈꽃",153.60136
"2021-01-15","여성","30대","동백",34.5461
"2021-01-15","여성","40대","캠핑",43.978500000000004
"2021-01-15","여성","40대","눈꽃",147.53258000000002
"2021-01-15","여성","40대","동백",76.86012
"2021-01-15","여성","10대","해수욕장",16.16846
"2021-01-15","여성","10대","눈꽃",197.41845999999998
"2021-01-15","여성","10대","동백",132.60866000000001
"2021-01-15","여성","20대","캠핑",18.08763
"2021-01-15","여성","20대","눈꽃",162.00437
"2021-01-15","여성","20대","동백",32.649829999999994
"2021-01-15","남성","60대이상","캠핑",90.56601
"2021-01-15","남성","60대이상","눈꽃",112.15548
"2021-01-15","남성","60대이상","동백",185.66035
"2021-01-15","여성","50대","캠핑",19.13966
"2021-01-15","여성","50대","눈꽃",134.55774
"2021-01-15","여성","50대","동백",91.59011
"2021-01-15","남성","20대","캠핑",12.99823
"2021-01-15","남성","20대","눈꽃",157.76487
"2021-01-15","남성","20대","동백",11.497720000000001
"2021-01-15","남성","30대","캠핑",17.05597
"2021-01-15","남성","30대","눈꽃",142.31754999999998
"2021-01-15","남성","30대","동백",7.61332
"2021-01-15","남성","40대","캠핑",39.34033
"2021-01-15","남성","40대","눈꽃",140.67155
"2021-01-15","남성","40대","동백",17.564049999999998
"2021-01-15","남성","50대","캠핑",90.85945999999998
"2021-01-15","남성","50대","눈꽃",111.51174
"2021-01-15","남성","50대","동백",103.68348
"2021-01-15","남성","10대","캠핑",11.9476
"2021-01-15","남성","10대","눈꽃",198.52698999999998
"2021-01-15","남성","10대","동백",45.662819999999996
"2021-01-17","남성","20대","동백",8.99381
"2021-01-17","남성","30대","캠핑",26.26174
"2021-01-17","남성","30대","눈꽃",130.43363
"2021-01-17","남성","30대","동백",5.4221
"2020-12-26","여성","60대이상","감귤",426.06058
"2020-12-26","여성","60대이상","일출",240.60604
"2020-12-26","여성","60대이상","방어",406.06057
"2020-12-26","전체","전체","감귤",275.9185
"2020-12-26","전체","전체","일출",282.35984
"2020-12-26","전체","전체","방어",392.23973
"2020-12-26","여성","30대","감귤",431.27065
"2020-12-26","여성","30대","일출",239.63152
"2020-12-26","여성","30대","방어",325.79118
"2020-12-26","여성","40대","감귤",432.73492999999996
"2020-12-26","여성","40대","일출",176.61032999999998
"2020-12-26","여성","40대","방어",301.47832
"2020-12-26","여성","10대","일출",305.94792
"2020-12-26","여성","10대","벚꽃",137.54644
"2020-12-26","여성","10대","동백",252.97396
"2020-12-26","여성","20대","감귤",180.39983
"2020-12-26","여성","20대","일출",327.0482
