"통계일","성별","연령대","키워드","점수"
"2023-04-30","여성","60대이상","수국",377.75549
"2023-04-30","전체","전체","성산일출봉",149.23718
"2023-04-30","전체","전체","일출",66.26475
"2023-04-30","전체","전체","힐링",76.23029
"2023-04-30","전체","전체","수국",355.80706999999995
"2023-04-30","전체","전체","코스모스",80.69634
"2023-04-30","여성","30대","성산일출봉",214.16892
"2023-04-30","여성","30대","일출",83.65120999999999
"2023-04-30","여성","30대","힐링",108.99181
"2023-04-30","여성","30대","수국",365.94004
"2023-04-30","여성","30대","코스모스",71.38963
"2023-04-30","여성","40대","성산일출봉",124.20679
"2023-04-30","여성","40대","단풍",38.36661
"2023-04-30","여성","40대","일출",24.2068
"2023-04-30","여성","40대","힐링",49.294920000000005
"2023-04-30","여성","40대","수국",320.38777000000005
"2023-04-30","여성","10대","성산일출봉",263.66558
"2023-04-30","여성","10대","매화",95.49837
"2023-04-30","여성","10대","힐링",44.69451000000001
"2023-04-30","여성","10대","수국",96.14146000000001
"2023-04-30","여성","10대","코스모스",137.9421
"2023-04-30","여성","20대","일출",129.93077
"2023-04-30","여성","20대","힐링",156.05534999999998
"2023-04-30","여성","20대","우도",226.29756
"2023-04-30","여성","20대","수국",369.89617999999996
"2023-04-30","여성","20대","눈꽃",164.35985
"2023-04-30","남성","60대이상","청보리",185.79708
"2023-04-30","남성","60대이상","단풍",58.550700000000006
"2023-04-30","남성","60대이상","일출",24.202879999999997
"2023-04-30","남성","60대이상","힐링",46.086940000000006
"2023-04-30","남성","60대이상","우도",46.08694
"2023-04-30","여성","50대","단풍",34.33191
"2023-04-30","여성","50대","매화",19.053300000000004
"2023-04-30","여성","50대","힐링",28.40022
"2023-04-30","여성","50대","우도",57.819039999999994
"2023-04-30","여성","50대","수국",334.99099
"2023-04-30","남성","20대","일출",251.16277
"2023-04-30","남성","20대","힐링",137.59687
"2023-04-30","남성","20대","우도",318.21702
"2023-04-30","남성","20대","수국",346.51160999999996
"2023-04-30","남성","20대","코스모스",242.24804
"2023-04-30","남성","30대","청보리",266.60515
"2023-04-30","남성","30대","한치",108.30256999999999
"2023-04-30","남성","30대","일출",135.97784000000001
"2023-04-30","남성","30대","힐링",65.86714
"2023-04-30","남성","30대","우도",183.57931
"2023-04-30","남성","40대","성산일출봉",131.89769
"2023-04-30","남성","40대","청보리",229.87885
"2023-04-30","남성","40대","한치",119.51544999999999
"2023-04-30","남성","40대","일출",69.31357
"2023-04-30","남성","40대","힐링",48.18303
"2023-04-30","남성","50대","단풍",100.59758
"2023-04-30","남성","50대","일출",40.43822
"2023-04-30","남성","50대","힐링",50.79679
"2023-04-30","남성","50대","우도",113.34659
"2023-04-30","남성","50대","수국",359.76095
"2023-04-30","남성","10대","섭지코지",256.17283
"2023-04-30","남성","10대","매화",79.01232000000002
"2023-04-30","남성","10대","자리돔",19.13578
"2023-04-30","남성","10대","수국",53.0864
"2023-04-30","남성","10대","코스모스",156.17282
"2023-05-05","여성","60대이상","성산일출봉",48.47160000000001
"2023-05-05","여성","60대이상","단풍",44.10478
"2023-05-05","여성","60대이상","매화",21.39735
"2023-05-05","여성","60대이상","힐링",41.92138
"2023-05-05","여성","60대이상","수국",382.75108
"2023-07-22","여성","60대이상","성산일출봉",263.51349
"2023-07-22","여성","60대이상","청보리",347.29726999999997
"2023-07-22","여성","60대이상","일출",74.3243
"2023-07-22","여성","60대이상","힐링",286.48645999999997
"2023-07-22","여성","60대이상","코스모스",227.027
"2023-07-22","전체","전체","성산일출봉",368.08216
"2023-07-22","전체","전체","한치",234.73971
"2023-07-22","전체","전체","일출",149.80818999999997
"2023-07-22","전체","전체","힐링",199.04107
"2023-07-22","전체","전체","해수욕장",451.15065999999996
"2023-07-22","여성","30대","성산일출봉",374.28569999999996
"2023-07-22","여성","30대","한치",165.71427000000003
"2023-07-22","여성","30대","과일빙수",245.30611000000002
"2023-07-22","여성","30대","일출",107.34691
"2023-07-22","여성","30대","해수욕장",425.10202
"2023-07-22","남성","50대","성산일출봉",231.48146000000003
"2023-07-22","남성","50대","한치",338.88885999999997
"2023-07-22","남성","50대","물회",413.42591
"2023-07-22","남성","50대","일출",90.74071
"2023-07-22","남성","50대","힐링",144.44442
"2023-07-22","남성","10대","일출",217.75697999999997
"2023-07-22","남성","10대","힐링",43.92521000000001
"2023-07-22","남성","10대","우도",145.79436
"2023-07-22","남성","10대","코스모스",171.02802000000003
"2023-07-22","남성","10대","해수욕장",426.16821
"2023-07-27","여성","60대이상","성산일출봉",56.03862
"2023-07-27","여성","60대이상","일출",40.096590000000006
"2023-07-27","여성","60대이상","힐링",82.60866999999999
"2023-07-27","여성","60대이상","코스모스",67.14974
"2022-10-26","여성","50대","단풍",330.63262
"2022-10-26","여성","50대","힐링",50.166459999999994
"2022-10-26","남성","20대","들불축제",70.92048
"2022-10-26","남성","20대","힐링",42.05018
"2022-10-26","남성","20대","우도",84.5188
"2022-10-26","남성","20대","방어",352.71965
"2022-10-26","남성","30대","들불축제",53.42464
"2022-10-26","남성","30대","성산일출봉",52.77232
"2022-10-26","남성","30대","단풍",280.56098
"2022-10-26","남성","30대","힐링",24.0052
"2022-10-26","남성","40대","성산일출봉",61.50505
"2022-10-26","남성","40대","청보리",52.31547
"2022-10-26","남성","40대","단풍",288.78436
"2022-10-26","남성","40대","힐링",23.22719
"2022-10-26","남성","50대","성산일출봉",43.719069999999995
"2022-10-26","남성","50대","청보리",66.66665
"2022-10-26","남성","50대","단풍",301.28584
"2022-10-26","남성","50대","힐링",21.95844
"2022-10-26","남성","10대","들불축제",99.99998
"2022-10-26","남성","10대","성산일출봉",264.93505000000005
"2022-10-26","남성","10대","단풍",337.01296
"2022-10-26","남성","10대","힐링",26.62335
"2022-10-27","여성","60대이상","섭지코지",88.70292
"2022-10-27","여성","60대이상","들불축제",133.8912
"2022-10-27","여성","60대이상","단풍",361.08784
"2022-10-27","여성","60대이상","힐링",71.12970000000001
"2022-10-27","전체","전체","들불축제",91.75104999999999
"2022-10-27","전체","전체","성산일출봉",83.52412
"2022-10-27","전체","전체","단풍",346.16173
"2022-10-27","전체","전체","힐링",43.52706
"2022-10-27","여성","30대","들불축제",109.11781
"2022-10-27","여성","30대","성산일출봉",96.74361
"2022-10-27","여성","30대","단풍",339.84605
"2022-10-27","여성","30대","힐링",49.08229
"2022-10-27","여성","40대","들불축제",148.55526
"2022-10-27","여성","40대","성산일출봉",125.12561000000002
"2022-10-27","여성","40대","단풍",358.16580999999996
"2022-10-27","여성","40대","힐링",46.73364
"2022-10-27","여성","10대","들불축제",127.96051
"2022-10-27","여성","10대","성산일출봉",204.27629
"2022-10-27","여성","10대","단풍",354.60526
"2022-10-27","여성","10대","힐링",48.35525
"2022-10-27","여성","20대","들불축제",107.69727
"2022-10-27","여성","20대","성산일출봉",90.68563
"2022-10-27","여성","20대","단풍",350.84086
"2022-10-27","여성","20대","힐링",55.109950000000005
"2022-10-27","남성","60대이상","성산일출봉",47.26889
"2022-10-27","남성","60대이상","청보리",80.04199
"2022-10-27","남성","60대이상","단풍",360.08403
"2022-10-27","남성","60대이상","힐링",55.46217
"2022-10-27","여성","50대","들불축제",157.04771
"2022-10-27","여성","50대","성산일출봉",93.67368
"2022-10-27","여성","50대","단풍",334.73917
"2022-10-27","여성","50대","힐링",46.50387
"2022-10-27","남성","20대","들불축제",76.35981
"2022-10-27","남성","20대","힐링",47.071099999999994
"2022-10-27","남성","20대","우도",82.00834
"2022-10-27","남성","20대","방어",349.16316
"2022-10-27","남성","30대","들불축제",53.48987
"2022-10-27","남성","30대","성산일출봉",55.38158
"2022-10-27","남성","30대","단풍",300.26090999999997
"2022-10-27","남성","30대","힐링",22.24395
"2022-10-27","남성","40대","들불축제",50.289410000000004
"2022-10-27","남성","40대","성산일출봉",64.03761
"2022-10-27","남성","40대","단풍",310.99854
"2022-10-27","남성","40대","힐링",23.22719
"2022-10-27","남성","50대","성산일출봉",42.92778
"2022-10-27","남성","50대","청보리",55.29177
"2022-10-27","남성","50대","단풍",304.54994
"2022-10-27","남성","50대","힐링",22.94755
"2022-10-27","남성","10대","들불축제",84.35373
"2022-10-27","남성","10대","성산일출봉",235.37414
"2022-10-27","남성","10대","단풍",352.38094
"2022-10-27","남성","10대","힐링",29.93195
"2022-10-29","여성","60대이상","들불축제",129.28869
"2022-10-29","여성","60대이상","단풍",374.89537
"2022-10-29","여성","60대이상","힐링",77.82426000000001
"2022-10-29","여성","60대이상","우도",80.33472
"2022-10-29","전체","전체","들불축제",89.043
"2022-10-29","전체","전체","성산일출봉",83.32597
"2022-10-29","전체","전체","단풍",334.28003
"2022-10-29","전체","전체","힐링",44.12886
"2022-10-29","여성","30대","들불축제",103.31555
"2022-10-29","여성","30대","성산일출봉",91.88866
"2022-10-29","여성","30대","단풍",333.98458999999997
"2022-10-29","여성","30대","힐링",45.944329999999994
"2022-10-29","여성","40대","들불축제",136.55777000000003
"2022-10-29","여성","40대","성산일출봉",127.51255
"2022-10-29","여성","40대","단풍",337.49998
"2022-10-29","여성","40대","힐링",48.806509999999996
"2022-10-29","여성","10대","들불축제",110.21019
"2022-10-29","여성","10대","성산일출봉",209.60959000000003
"2022-10-29","여성","10대","단풍",339.93992000000003
"2022-10-29","여성","10대","힐링",44.744730000000004
"2022-10-29","여성","20대","들불축제",111.90165999999999
"2022-10-29","여성","20대","성산일출봉",92.36739
"2022-10-29","여성","20대","단풍",366.68820999999997
"2022-10-29","여성","20대","힐링",58.86156
"2022-10-29","남성","60대이상","성산일출봉",50.42015000000001
"2022-10-29","남성","60대이상","청보리",77.52098000000001
"2022-10-29","남성","60대이상","단풍",360.29411
"2022-10-29","남성","60대이상","힐링",58.40334
"2022-10-29","여성","50대","들불축제",148.16868
"2022-10-29","여성","50대","성산일출봉",96.00442
"2022-10-29","여성","50대","단풍",318.75693
"2022-10-29","여성","50대","힐링",45.61596
"2022-10-29","남성","20대","들불축제",74.26776
"2022-10-29","남성","20대","힐링",45.08365
"2022-10-29","남성","20대","우도",91.10875999999999
"2022-10-29","남성","20대","방어",351.77823000000006
"2022-10-29","남성","30대","들불축제",53.42464
"2022-10-29","남성","30대","성산일출봉",51.793850000000006
"2022-10-29","남성","30대","단풍",275.0163
"2022-10-29","남성","30대","힐링",20.61316
"2022-10-29","남성","40대","들불축제",48.76987
"2022-10-29","남성","40대","성산일출봉",59.696079999999995
"2022-10-29","남성","40대","단풍",272.93775
"2022-10-29","남성","40대","힐링",24.023130000000002
"2022-10-29","남성","50대","청보리",53.70918
"2022-10-29","남성","50대","단풍",265.67753
"2022-10-29","남성","50대","힐링",24.727980000000002
"2022-10-29","남성","50대","우도",37.982169999999996
"2022-10-29","남성","10대","들불축제",73.36682
"2022-10-29","남성","10대","성산일출봉",168.84419
"2022-10-29","남성","10대","단풍",297.48742
"2022-10-29","남성","10대","힐링",25.12561
"2022-11-02","여성","60대이상","들불축제",137.89953
"2022-11-02","여성","60대이상","성산일출봉",111.41552000000001
"2022-11-02","여성","60대이상","단풍",378.5388
"2022-11-02","여성","60대이상","힐링",60.27395
"2022-11-02","전체","전체","들불축제",122.26906
"2022-11-02","전체","전체","성산일출봉",130.41962999999998
"2022-11-02","전체","전체","단풍",391.42765
"2022-11-02","전체","전체","힐링",62.863749999999996
"2022-11-02","여성","30대","들불축제",143.04101
"2022-11-02","여성","30대","성산일출봉",126.46821000000001
"2022-11-02","여성","30대","단풍",365.56716
"2022-11-02","여성","30대","힐링",64.11905
"2022-11-02","여성","40대","들불축제",190.23254
"2022-11-02","여성","40대","성산일출봉",215.62788999999998
"2022-11-02","여성","40대","단풍",383.34882
"2022-11-02","여성","40대","힐링",72.27905
"2022-11-02","여성","10대","들불축제",86.22447
"2022-11-02","여성","10대","성산일출봉",174.48978000000002
"2022-11-02","여성","10대","단풍",308.92856
"2022-11-02","여성","10대","힐링",39.030590000000004
"2022-11-02","여성","20대","들불축제",130.32657
"2022-11-02","여성","20대","성산일출봉",111.89733
"2022-11-02","여성","20대","단풍",386.15863
"2022-11-02","여성","20대","힐링",69.20680999999999
"2022-11-02","남성","60대이상","성산일출봉",51.6971
"2022-11-02","남성","60대이상","청보리",74.41251
"2022-11-02","남성","60대이상","단풍",358.74672
"2022-11-02","남성","60대이상","힐링",68.40729999999999
"2022-11-02","여성","50대","들불축제",209.89759
"2022-11-02","여성","50대","성산일출봉",168.25935
"2022-11-02","여성","50대","단풍",379.86347
"2022-11-02","여성","50대","힐링",72.18428
"2022-11-02","남성","20대","들불축제",51.10955
"2022-11-02","남성","20대","힐링",23.30095
"2022-11-02","남성","20대","우도",59.08458
"2022-11-02","남성","20대","방어",332.45491
"2022-11-02","남성","30대","들불축제",50.10364
"2022-11-02","남성","30대","성산일출봉",61.57566
"2022-11-02","남성","30대","힐링",26.81407
"2022-11-02","남성","30대","방어",359.22596999999996
"2022-11-02","남성","40대","들불축제",68.92428000000001
"2022-11-02","남성","40대","성산일출봉",92.72905999999999
"2022-11-02","남성","40대","힐링",30.976080000000003
"2022-11-02","남성","40대","방어",364.54182
"2022-11-02","남성","50대","들불축제",94.6043
"2022-11-02","남성","50대","성산일출봉",102.15825999999998
"2022-11-02","남성","50대","단풍",372.30215
"2023-02-14","남성","50대","성산일출봉",336.25
"2023-02-14","남성","50대","청보리",258.125
"2023-02-14","남성","50대","매화",246.875
"2023-02-14","남성","50대","힐링",160.625
"2023-02-14","남성","50대","방어",321.875
"2023-02-14","남성","10대","성산일출봉",363.82978
"2023-02-14","남성","10대","일출",317.02126
"2023-02-14","남성","10대","힐링",80.85104
"2023-02-14","남성","10대","해수욕장",134.04254
"2023-02-14","남성","10대","코스모스",244.68083000000001
"2023-04-10","여성","60대이상","수국",328.45849
"2023-04-10","전체","전체","성산일출봉",235.54215
"2023-04-10","전체","전체","청보리",363.75825
"2023-04-10","전체","전체","단풍",126.81694
"2023-04-10","전체","전체","매화",174.65991000000002
"2023-04-10","전체","전체","힐링",120.50134
"2023-04-10","여성","30대","성산일출봉",216.99162
"2023-04-10","여성","30대","청보리",370.33425000000005
"2023-04-10","여성","30대","매화",116.85236
"2023-04-10","여성","30대","힐링",119.35931000000001
"2023-04-10","여성","30대","코스모스",73.95542
"2023-04-10","여성","40대","성산일출봉",244.42951
"2023-04-10","여성","40대","청보리",389.66442
"2023-04-10","여성","40대","매화",141.07381
"2023-04-10","여성","40대","힐링",115.30201
"2023-04-10","여성","40대","코스모스",90.20132999999998
"2023-04-10","여성","10대","성산일출봉",331.67419
"2023-04-10","여성","10대","매화",222.17192
"2023-04-10","여성","10대","힐링",41.17646
"2023-04-10","여성","10대","수국",109.04976
"2023-04-10","여성","10대","코스모스",161.99093
"2023-04-10","여성","20대","청보리",342.71843
"2023-04-10","여성","20대","매화",297.57279
"2023-04-10","여성","20대","힐링",209.95144
"2023-04-10","여성","20대","우도",326.45629
"2023-04-10","여성","20대","코스모스",194.17472999999998
"2023-04-10","남성","60대이상","청보리",326.06836
"2023-04-10","남성","60대이상","단풍",129.05981
"2023-04-10","남성","60대이상","매화",127.35041
"2023-04-10","남성","60대이상","힐링",132.90596
"2023-04-10","남성","60대이상","우도",111.53844000000001
"2023-04-10","남성","10대","성산일출봉",363.06305
"2023-04-10","남성","10대","매화",205.40538
"2023-04-10","남성","10대","힐링",26.1261
"2023-04-10","남성","10대","수국",47.747730000000004
"2023-04-10","남성","10대","코스모스",236.03601
"2023-04-13","여성","30대","성산일출봉",240.53252000000003
"2023-04-13","여성","30대","청보리",369.82248
"2023-04-13","여성","30대","매화",138.01773
"2023-04-13","여성","30대","힐링",120.41417999999999
"2023-04-13","여성","30대","코스모스",76.62720999999999
"2023-04-14","남성","20대","매화",270.12985
"2023-04-14","남성","20대","힐링",160.60604
"2023-04-14","남성","20대","우도",351.51514
"2023-04-14","남성","20대","수국",292.64067
"2023-04-14","남성","20대","코스모스",222.94370999999998
"2023-04-14","남성","30대","청보리",359.66848999999996
"2023-04-14","남성","30대","한치",149.72374000000002
"2023-04-14","남성","30대","일출",169.61324000000002
"2023-04-14","남성","30대","힐링",111.32594999999999
"2023-04-14","남성","30대","우도",244.19888000000003
"2023-04-14","남성","40대","성산일출봉",205.47617
"2023-04-14","남성","40대","청보리",356.42856
"2023-04-14","남성","40대","한치",149.99998
"2023-04-14","남성","40대","매화",122.14284
"2023-04-14","남성","40대","힐링",68.09522
"2023-04-14","남성","50대","성산일출봉",120.6806
"2023-04-14","남성","50대","청보리",353.40312
"2023-04-14","남성","50대","단풍",123.29842
"2023-04-14","남성","50대","매화",93.71725
"2023-04-14","남성","50대","힐링",60.73296
"2023-04-14","남성","10대","성산일출봉",313.43282
"2023-04-14","남성","10대","매화",205.97013
"2023-04-14","남성","10대","힐링",38.805949999999996
"2023-04-14","남성","10대","수국",114.92535
"2023-04-14","남성","10대","코스모스",267.16416
"2023-04-15","여성","60대이상","섭지코지",94.36617999999999
"2023-04-15","여성","60대이상","청보리",359.85915
"2023-04-15","여성","60대이상","단풍",65.84506
"2023-04-15","여성","60대이상","매화",108.09857
"2023-04-15","여성","60대이상","힐링",68.30984000000001
"2023-04-17","여성","60대이상","섭지코지",104.33069
"2023-04-17","여성","60대이상","단풍",85.43305
"2023-04-17","여성","60대이상","매화",96.06298000000001
"2023-04-17","여성","60대이상","힐링",76.37792999999999
"2023-04-17","여성","60대이상","수국",366.53541
"2023-04-17","전체","전체","성산일출봉",237.29539999999997
"2023-04-17","전체","전체","단풍",131.19884
"2023-04-17","전체","전체","매화",127.59819
"2023-04-17","전체","전체","힐링",123.03599
"2023-04-17","전체","전체","수국",387.5409
"2023-04-17","여성","30대","성산일출봉",234.02983
"2023-04-17","여성","30대","청보리",380.44775
"2023-04-17","여성","30대","매화",83.73132
"2023-04-17","여성","30대","힐링",127.31342
"2023-04-17","여성","30대","코스모스",75.22385
"2023-04-17","여성","40대","성산일출봉",214.71650999999997
"2023-04-17","여성","40대","단풍",79.49333
"2023-04-17","여성","40대","매화",90.34979999999999
"2023-04-17","여성","40대","힐링",104.94569
"2023-04-17","여성","40대","수국",384.92158
"2023-04-17","여성","10대","성산일출봉",315.04853
"2023-04-17","여성","10대","매화",199.99998
"2023-04-17","여성","10대","힐링",45.14561
"2023-04-17","여성","10대","수국",103.39804000000001
"2023-04-17","여성","10대","코스모스",149.99999
"2023-04-17","여성","20대","청보리",367.07616
"2023-04-17","여성","20대","매화",184.27515999999997
"2023-04-17","여성","20대","힐링",199.01718
"2023-04-17","여성","20대","우도",325.55281
"2023-04-17","여성","20대","코스모스",204.42258999999999
"2023-04-17","남성","60대이상","성산일출봉",125.11010999999999
"2023-04-17","남성","60대이상","청보리",344.9339
"2023-04-17","남성","60대이상","단풍",139.20703
"2023-04-17","남성","60대이상","매화",89.4273
"2023-04-17","남성","60대이상","힐링",121.58589
"2023-04-17","여성","50대","성산일출봉",91.1344
"2023-04-17","여성","50대","단풍",41.658699999999996
"2023-04-17","여성","50대","매화",48.331720000000004
"2023-04-17","여성","50대","힐링",44.70922
"2023-04-17","여성","50대","수국",380.83888
"2023-04-17","남성","20대","일출",252.55812
"2023-04-17","남성","20대","힐링",132.09301
"2023-04-17","남성","20대","우도",366.97673
"2023-04-17","남성","20대","수국",281.86045
"2023-04-17","남성","20대","코스모스",253.95347
"2023-04-17","남성","30대","청보리",350.70421999999996
"2023-04-17","남성","30대","한치",160.56337
"2023-04-17","남성","30대","일출",144.78871
"2023-04-17","남성","30대","힐링",99.43661
"2023-04-17","남성","30대","우도",251.26758999999998
"2023-04-17","남성","40대","성산일출봉",209.33332000000001
"2023-04-17","남성","40대","청보리",352.79999
"2023-04-17","남성","40대","한치",209.33333
"2023-04-17","남성","40대","매화",101.59998999999999
"2023-04-17","남성","40대","힐링",84.53333
"2023-04-17","남성","50대","성산일출봉",127.08932
"2023-04-17","남성","50대","청보리",325.36022
"2023-04-17","남성","50대","단풍",127.08931000000001
"2023-04-17","남성","50대","매화",57.925059999999995
"2023-04-17","남성","50대","힐링",76.36885000000001
"2023-04-17","남성","10대","성산일출봉",356.32183
"2023-04-17","남성","10대","매화",191.95400999999998
"2023-04-17","남성","10대","힐링",17.24136
"2023-04-17","남성","10대","수국",73.56319
"2023-04-17","남성","10대","코스모스",218.39078
"2023-04-18","여성","60대이상","섭지코지",100.74626
"2023-04-18","여성","60대이상","단풍",83.9552
"2023-04-18","여성","60대이상","매화",84.70147
"2023-04-18","여성","60대이상","힐링",74.62685
"2023-04-18","여성","60대이상","수국",367.91043
"2023-04-18","전체","전체","성산일출봉",214.1893
"2023-04-18","전체","전체","단풍",118.81625000000001
"2023-04-18","전체","전체","매화",112.78194
"2023-04-18","전체","전체","힐링",116.56061000000001
"2023-04-18","전체","전체","수국",370.96585
"2023-04-18","여성","30대","성산일출봉",199.99998
"2023-04-18","여성","30대","청보리",364.4163
"2023-04-18","여성","30대","매화",73.699
"2023-04-18","여성","30대","힐링",123.06608
"2023-04-18","여성","30대","코스모스",64.4163
"2023-04-18","여성","40대","성산일출봉",212.6829
"2023-04-18","여성","40대","단풍",78.53656
"2023-04-18","여성","40대","매화",85.85364
"2023-04-18","여성","40대","힐링",105.60974
"2023-04-18","여성","40대","수국",383.78047
"2023-04-18","여성","10대","성산일출봉",307.28154
"2023-04-18","여성","10대","매화",186.40775000000002
"2023-04-18","여성","10대","힐링",45.14561
"2023-04-18","여성","10대","수국",115.53396000000001
"2023-04-18","여성","10대","코스모스",135.43688
"2023-04-18","여성","20대","청보리",362.89924999999994
"2023-04-18","여성","20대","매화",171.99015
"2023-04-18","여성","20대","힐링",202.70269
"2023-04-18","여성","20대","우도",316.4619
"2023-04-18","여성","20대","코스모스",206.14249
"2023-04-18","남성","60대이상","성산일출봉",116.38653
"2022-10-11","남성","20대","방어",382.91746
"2022-10-11","남성","30대","들불축제",100.31410999999999
"2022-10-11","남성","30대","단풍",353.92668000000003
"2022-10-11","남성","30대","힐링",36.6492
"2022-10-11","남성","30대","우도",111.72772
"2022-10-11","남성","40대","성산일출봉",117.68706
"2022-10-11","남성","40대","청보리",94.10428999999999
"2022-10-11","남성","40대","단풍",326.64396999999997
"2022-10-11","남성","40대","힐링",36.39454
"2022-10-11","남성","50대","성산일출봉",88.51482
"2022-10-11","남성","50대","청보리",101.38611
"2022-10-11","남성","50대","단풍",363.76236
"2022-10-11","남성","50대","힐링",49.10888
"2022-10-11","남성","10대","들불축제",102.89852
"2022-10-11","남성","10대","성산일출봉",342.02898
"2022-10-11","남성","10대","단풍",308.69563
"2022-10-11","남성","10대","힐링",33.33331
"2022-10-16","여성","60대이상","섭지코지",112.55813
"2022-10-16","여성","60대이상","청보리",245.11627
"2022-10-16","여성","60대이상","단풍",354.41859
"2022-10-16","여성","60대이상","힐링",79.53486000000001
"2022-10-16","전체","전체","들불축제",123.90934
"2022-10-16","전체","전체","성산일출봉",125.14940000000001
"2022-10-16","전체","전체","단풍",354.48299
"2022-10-16","전체","전체","힐링",56.668730000000004
"2022-10-16","여성","30대","들불축제",159.21706
"2022-10-16","여성","30대","성산일출봉",149.46618
"2022-10-16","여성","30대","단풍",365.26689
"2022-10-16","여성","30대","힐링",59.57294
"2022-10-16","여성","40대","들불축제",184.72011
"2022-10-16","여성","40대","성산일출봉",189.03176
"2022-10-16","여성","40대","단풍",357.56428
"2022-10-16","여성","40대","힐링",59.22843
"2022-10-16","여성","10대","들불축제",144.70586
"2022-10-16","여성","10대","성산일출봉",289.41175
"2022-10-16","여성","10대","단풍",330.19606
"2022-10-16","여성","10대","힐링",60.39213
"2022-10-16","여성","20대","들불축제",172.35554
"2022-10-16","여성","20대","성산일출봉",143.46665
"2022-10-16","여성","20대","단풍",350.48888
"2022-10-16","여성","20대","힐링",81.24444000000001
"2022-10-16","남성","60대이상","성산일출봉",70.85559
"2022-10-16","남성","60대이상","청보리",159.09089
"2022-10-16","남성","60대이상","단풍",368.18181000000004
"2022-10-16","남성","60대이상","힐링",84.49196
"2022-10-16","여성","50대","들불축제",258.07503
"2022-10-16","여성","50대","성산일출봉",165.74223
"2022-10-16","여성","50대","단풍",363.62152000000003
"2022-10-16","여성","50대","힐링",70.47306999999999
"2022-10-16","남성","20대","들불축제",96.72129000000001
"2022-10-16","남성","20대","힐링",48.49725
"2022-10-16","남성","20대","우도",135.79233
"2022-10-16","남성","20대","방어",362.02185
"2022-10-16","남성","30대","들불축제",88.46846000000001
"2022-10-16","남성","30대","단풍",357.02701
"2022-10-16","남성","30대","힐링",37.56754
"2022-10-16","남성","30대","우도",93.69368
"2022-10-16","남성","40대","성산일출봉",105.62033
"2022-10-16","남성","40대","청보리",113.46763999999999
"2022-10-16","남성","40대","단풍",373.3828
"2022-10-16","남성","40대","힐링",35.418850000000006
"2022-10-16","남성","50대","성산일출봉",63.040440000000004
"2022-10-16","남성","50대","청보리",108.08924999999999
"2022-10-16","남성","50대","단풍",340.72522
"2022-10-16","남성","50대","힐링",42.25941
"2022-10-16","남성","10대","들불축제",90.10415
"2022-10-16","남성","10대","성산일출봉",298.43749
"2022-10-16","남성","10대","단풍",238.54165
"2022-10-16","남성","10대","힐링",20.83333
"2022-10-23","여성","60대이상","섭지코지",84.14633
"2022-10-23","여성","60대이상","청보리",142.2764
"2022-10-23","여성","60대이상","단풍",370.73169
"2022-10-23","여성","60대이상","힐링",67.47966
"2022-10-23","전체","전체","들불축제",100.27074999999999
"2022-10-23","전체","전체","성산일출봉",95.16357
"2022-10-23","전체","전체","단풍",341.3614
"2022-10-23","전체","전체","힐링",47.626909999999995
"2022-10-23","여성","30대","들불축제",118.782
"2022-10-23","여성","30대","성산일출봉",102.675
"2022-10-23","여성","30대","단풍",319.23733
"2022-10-23","여성","30대","힐링",52.58962
"2022-10-23","여성","40대","들불축제",139.81263
"2022-10-23","여성","40대","성산일출봉",128.10302
"2022-10-23","여성","40대","단풍",320.60889000000003
"2022-10-23","여성","40대","힐링",51.288039999999995
"2022-10-23","여성","10대","들불축제",147.1875
"2022-10-23","여성","10대","성산일출봉",291.5625
"2022-10-23","여성","10대","단풍",335.625
"2022-10-23","여성","10대","힐링",55.625
"2022-10-23","남성","10대","들불축제",131.81816
"2022-10-23","남성","10대","성산일출봉",311.03895
"2022-10-23","남성","10대","단풍",340.25972
"2022-10-23","남성","10대","힐링",24.6753
"2022-10-30","남성","60대이상","성산일출봉",43.04346
"2022-10-30","남성","60대이상","청보리",63.26084
"2022-10-30","남성","60대이상","단풍",352.60868
"2022-10-30","남성","60대이상","힐링",54.78259
"2022-10-30","여성","50대","들불축제",175.0704
"2022-10-30","여성","50대","성산일출봉",114.22533
"2022-10-30","여성","50대","단풍",360.14083
"2022-10-30","여성","50대","힐링",56.19716
"2022-10-30","남성","20대","들불축제",77.80172
"2022-10-30","남성","20대","힐링",38.36205
"2022-10-30","남성","20대","우도",95.90515
"2022-10-30","남성","20대","방어",359.37499
"2022-10-30","남성","30대","들불축제",69.00532
"2022-10-30","남성","30대","성산일출봉",73.26818
"2022-10-30","남성","30대","힐링",28.863210000000002
"2022-10-30","남성","30대","방어",341.91829
"2022-10-30","남성","40대","들불축제",63.433539999999994
"2022-10-30","남성","40대","성산일출봉",75.16971999999998
"2022-10-30","남성","40대","단풍",289.71871
"2022-10-30","남성","40대","힐링",30.261850000000003
"2022-10-30","남성","50대","들불축제",72.79872
"2022-10-30","남성","50대","성산일출봉",62.10689
"2022-10-30","남성","50대","단풍",343.08175000000006
"2022-10-30","남성","50대","힐링",40.880489999999995
"2022-10-30","남성","10대","들불축제",78.89446
"2022-10-30","남성","10대","성산일출봉",220.60298999999998
"2022-10-30","남성","10대","단풍",308.04019
"2022-10-30","남성","10대","힐링",21.608020000000003
"2022-11-01","여성","60대이상","들불축제",130.60342
"2022-11-01","여성","60대이상","성산일출봉",95.2586
"2022-11-01","여성","60대이상","단풍",368.10344
